شناسه ورودی,شناسه افزوده‌شده,نتیجه,عنوان ورودی,عنوان شاهد,ناشر ورودی,لینک ورودی,لینک معتبر/بهترین شاهد,نوع شاهد,امتیاز تطبیق,وضعیت DOI,نتیجه بررسی لینک‌ها,وضعیت جست‌وجوی مستقل,علت تصمیم
S577,,رد,کالبدشکافی حوادث و آسیب به ایستگاه پمپاژ بن-بروجن؛ بحران اعتماد عمومی در مدیریت بین‌استانی آب,مراسم عزاداری شب شهادت حضرت فاطمه الزهرا(س) در حرم مطهر امام خمینی (س) | جماران | آخرین اخبار ایران و جهان، سیاست، اقتصاد و اندیشه,پایگاه خبری جماران,https://www.jamaran.news/fa/tiny/news-1578901,https://www.jamaran.news/%D8%A8%D8%AE%D8%B4-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C-11/1578901-%D9%85%D8%B1%D8%A7%D8%B3%D9%85-%D8%B9%D8%B2%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C-%D8%B4%D8%A8-%D8%B4%D9%87%D8%A7%D8%AF%D8%AA-%D8%AD%D8%B6%D8%B1%D8%AA-%D9%81%D8%A7%D8%B7%D9%85%D9%87-%D8%A7%D9%84%D8%B2%D9%87%D8%B1%D8%A7-%D8%AF%D8%B1-%D8%AD%D8%B1%D9%85-%D9%85%D8%B7%D9%87%D8%B1-%D8%A7%D9%85%D8%A7%D9%85-%D8%AE%D9%85%DB%8C%D9%86%DB%8C,live_page,0.2723,,"live_html, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S578,,رد,تعارضات تخصیص آب بالادست و پایین‌دست در حوضه‌های رودخانه‌ای مشترک: مطالعه موردی زاینده‌رود و طرح بن-بروجن,,ScienceDirect / Elsevier - Water Policy,https://www.sciencedirect.com/science/article/pii/S136670172300045X,,,,not_registered,"http_error, http_error, http_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S579,,رد,شناسنامه فنی پروژه آبرسانی بن-بروجن؛ طول خط انتقال، دبی طراحی و مخازن ذخیره,,شرکت سهامی آب منطقه‌ای چهارمحال و بختیاری,https://www.chb-wtr.ir/fa/report/ben-borujen-specs-1400,,,,,"network_error, http_error, network_error",no_results,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S580,,رد,بررسی انطباق مصوبه شماره ۹ شورای عالی آب با صدور مجوز تخصیص آب برای طرح بن-بروجن,طرح بن- بروجن مصوبه شورای عالی آب را بی‌اعتبار کرد - ایمنا,پژوهشکده حقوق عمومی و بین‌الملل,https://www.lawresearch.ir/reports/ben-borujen-legal-compliance,https://www.imna.ir/news/333041/%D8%B7%D8%B1%D8%AD-%D8%A8%D9%86-%D8%A8%D8%B1%D9%88%D8%AC%D9%86-%D9%85%D8%B5%D9%88%D8%A8%D9%87-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%B9%D8%A7%D9%84%DB%8C-%D8%A2%D8%A8-%D8%B1%D8%A7-%D8%A8%DB%8C-%D8%A7%D8%B9%D8%AA%D8%A8%D8%A7%D8%B1-%DA%A9%D8%B1%D8%AF,search_index,0.4741,,"network_error, http_error, network_error",ok,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S581,,رد,مدل‌سازی اثرات تغذیه و برداشت از سفره‌های آب زیرزمینی دشت سفیددشت-بروجن با سناریوی ورود آب انتقالی بن-بروجن,,دانشگاه شهرکرد / دانشکده کشاورزی و منابع طبیعی,https://ganj.irandoc.ac.ir/dashboard?q=ben+borujen+modflow&id=1024981,,,,,"network_error, network_error",no_results,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S582,,رد,راهکارهای مصالحه هیدرولیکی میان اصفهان و چهارمحال در مدیریت مشترک مخزن زاینده‌رود,شهیدی که از مدیریت یک کارخانه به‌خاطر جبهه گذشت - ایمنا,خبرگزاری ایمنا (خبرگزاری شهر و شهرداری‌های ایران),https://www.imna.ir/news/712984/,https://www.imna.ir/news/712984/%D8%B4%D9%87%DB%8C%D8%AF%DB%8C-%DA%A9%D9%87-%D8%A7%D8%B2-%D9%85%D8%AF%DB%8C%D8%B1%DB%8C%D8%AA-%DB%8C%DA%A9-%DA%A9%D8%A7%D8%B1%D8%AE%D8%A7%D9%86%D9%87-%D8%A8%D9%87-%D8%AE%D8%A7%D8%B7%D8%B1-%D8%AC%D8%A8%D9%87%D9%87-%DA%AF%D8%B0%D8%B4%D8%AA,live_page,0.3134,,live_html,search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S583,,رد,تحلیل پایداری دیواره و هجوم آب کارستی در زون گسلی تونل شماره سه کوهرنگ,,نشریه مهندسی معدن (دانشگاه تهران),https://ijme.ut.ac.ir/article_81902.html,,,,not_registered,"http_error, network_error, challenge, network_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S584,,رد,فاجعه خاموش در دشت بیرگان؛ خشکیدن چشمه‌های تاریخی و نابودی کشاورزی پس از آغاز حفاری تونل سوم کوهرنگ,دوره تربیت مربی حفظ قرآن کریم در حرم حضرت معصومه(س) به پایان رسید - خبرگزاری مهر | اخبار ایران و جهان | Mehr News Agency,خبرگزاری مهر,https://www.mehrnews.com/news/5289120/,https://www.mehrnews.com/news/5289120/%D8%AF%D9%88%D8%B1%D9%87-%D8%AA%D8%B1%D8%A8%DB%8C%D8%AA-%D9%85%D8%B1%D8%A8%DB%8C-%D8%AD%D9%81%D8%B8-%D9%82%D8%B1%D8%A2%D9%86-%DA%A9%D8%B1%DB%8C%D9%85-%D8%AF%D8%B1-%D8%AD%D8%B1%D9%85-%D8%AD%D8%B6%D8%B1%D8%AA-%D9%85%D8%B9%D8%B5%D9%88%D9%85%D9%87-%D8%B3-%D8%A8%D9%87-%D9%BE%D8%A7%DB%8C%D8%A7%D9%86,live_page,0.2559,,live_html,no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S585,,رد,بررسی اثرات زیست‌محیطی و هیدروژئولوژیکی احداث سد مخزنی کوهرنگ ۳ بر منابع آب سطحی سرشاخه‌های کارون,,فصلنامه جغرافیا و توسعه ناحیه‌ای (دانشگاه فردوسی مشهد),https://jgrd.um.ac.ir/article_42190.html,,,,not_registered,"http_error, soft_404, challenge, empty",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S586,,رد,گزارش پیشرفت عملیات لاینینگ و رفع نواقص سازه‌ای سد بتنی دو قوسی کوهرنگ ۳,,شرکت توسعه منابع آب و نیروی ایران (آب‌ونیرو),https://iwpco.ir/projects/kuhrang3-status-1402,,,,,"http_error, http_error, http_error",no_results,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S587,,رد,خسارت‌های وارده به عشایر و ساکنان محلی بیرگان در اثر زهکشی آبخوان کوهرنگ پرداخت نشده است,,خبرگزاری تسنیم,https://www.tasnimnews.com/fa/news/1401/10/20/2834910/,,,,,"network_error, network_error",no_results,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S588,,رد,مدل‌سازی عددی اندرکنش آب زیرزمینی با پوشش بتنی تونل شماره ۲ کوهرنگ در شرایط بارهای لرزه‌ای,مقاله کنترل علف های هرز در مزرعه سیاهدانه(.(Nigellasativa L توسط مالچ های زنده و عملیات بستر کاشت,نشریه تحقیقات کاربردی در مهندسی سازه و مدیریت ساخت,https://civilica.com/doc/1149201/,https://civilica.com/doc/1149201/,live_page,0.2703,,"live_html, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S589,,رد,تاریخچه ۷۰ ساله خطوط انتقال آب کوهرنگ به اصفهان؛ از کلنگ‌زنی تونل اول در ۱۳۳۲ تا وضعیت پمپاژ اضطراری تونل سه,,خبرگزاری جمهوری اسلامی (ایرنا),https://www.irna.ir/news/85261890/,,,,,"challenge, challenge",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S590,,رد,ارزیابی تغییرات اقلیمی بر بارش‌های برفی ارتفاعات زردکوه و کاهش دبی خروجی تونل‌های ۱ و ۲ کوهرنگ,مقاله مقایسه مدلهای ظاهر رنگی CIECAM۹۷s و نسخه اصلاح شده آن در توصیف ظاهر رنگی یک منسوج,سیویلیکا (CIVILICA) / ششمین همایش ملی مدیریت حوضه‌های آبریز,https://civilica.com/doc/1449801/,https://civilica.com/doc/1449801/,live_page,0.3094,,"live_html, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S591,,رد,بررسی موانع تأمین اعتبار و مسائل اجتماعی-حقوقی تکمیل سامانه انتقال آب کوهرنگ ۳,تامین اجتماعی من | راهنمای کامل سامانه و سوابق بیمه,مرکز پژوهش‌های مجلس شورای اسلامی,https://rc.majlis.ir/fa/report/show/1710924,https://pishkhanak.com/blog/my-social-security-portal-guide,search_index,0.5039,,"challenge, http_error, challenge",ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S592,,رد,ارزیابی هیدروژئوشیمیایی و ایزوتوپی منابع آب زیرزمینی کارستی در حوضه سرشاخه‌های کوهرنگ و بیرگان,,دانشگاه تبریز / دانشکده علوم طبیعی,https://ganj.irandoc.ac.ir/dashboard?q=kuhrang+isotopes&id=1089240,,,,,"network_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S593,,رد,نصب سامانه‌های پمپاژ موقت در دهانه تونل ۳ کوهرنگ و انتقال سالانه ۶۰ میلیون مترمکعب آب به زاینده‌رود,نامه سازمان بورس به دادستان کل کشور - تابناک | TABNAK,پایگاه خبری تحلیلی تابناک,https://www.tabnak.ir/fa/news/1182901/,https://www.tabnak.ir/fa/news/1182901/%D9%86%D8%A7%D9%85%D9%87-%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86-%D8%A8%D9%88%D8%B1%D8%B3-%D8%A8%D9%87-%D8%AF%D8%A7%D8%AF%D8%B3%D8%AA%D8%A7%D9%86-%DA%A9%D9%84-%DA%A9%D8%B4%D9%88%D8%B1,live_page,0.2568,,"live_html, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S594,,رد,پیامدهای هیدروژئولوژیکی حفر تونل‌های عمیق در زمین‌های کارستی چین‌خورده زاگرس: مطالعه موردی کوهرنگ ۳,Client Challenge,Springer / Hydrogeology Journal,https://link.springer.com/article/10.1007/s10040-021-02398-7,https://link.springer.com/article/10.1007/s10040-021-02398-7,live_page,0.0472,not_registered,"http_error, live_html, http_error, live_html",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S595,,رد,زخم عمیق گسل زردکوه بر پیشانی زاگرس؛ تونل ۳ کوهرنگ چگونه آبخوان‌های کارستی را تخلیه کرد؟,عبـور از دیپلمـاسی نـان,روزنامه هم‌میهن,https://hammihanonline.ir/fa/tiny/news-9182,https://hammihanonline.ir/%D8%A8%D8%AE%D8%B4-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF-5/9182-%D8%A7%D8%B2,live_page,0.1509,,live_html,no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S596,,رد,آمار مقایسه‌ای آورد سالانه تونل‌های کوهرنگ یک، دو و چشمه‌لنگان در بازه آماری ۲۰ ساله,,شرکت سهامی آب منطقه‌ای اصفهان,https://www.esrw.ir/fa/hydro-stats-20yr-kuhrang,,,,,"network_error, http_error, network_error",no_results,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S597,,رد,مسئولیت مدنی دولت در قبال خشک شدن قنوات و چشمه‌های روستایی ناشی از طرح‌های عمرانی ملی تونل‌سازی,,نشریه حقوق عمومی دانشگاه علامه طباطبایی,https://qjpl.atu.ac.ir/article_15490.html,,,,not_registered,"http_error, soft_404, challenge, empty",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S598,,رد,بیانیه سرگشاده ده‌ها استاد دانشگاه و کارشناسان محیط زیست کشور: هشدار پیرامون پیامدهای جبران‌ناپذیر احداث سد ماندگان در منطقه حفاظت‌شده دنا,آزمون در بلاتکلیفی؛ آینده نامعلوم مهاجم ایرانی در بایرلورکوزن,پایگاه خبری عصر ایران / جامعه اساتید دانشگاهی محیط زیست,https://www.asriran.com/fa/news/982109/,https://www.asriran.com/fa/news/982109/%D8%A2%D8%B2%D9%85%D9%88%D9%86-%D8%AF%D8%B1-%D8%A8%D9%84%D8%A7%D8%AA%DA%A9%D9%84%DB%8C%D9%81%DB%8C-%D8%A2%DB%8C%D9%86%D8%AF%D9%87-%D9%86%D8%A7%D9%85%D8%B9%D9%84%D9%88%D9%85-%D9%85%D9%87%D8%A7%D8%AC%D9%85-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C-%D8%AF%D8%B1-%D8%A8%D8%A7%DB%8C%D8%B1%D9%84%D9%88%D8%B1%DA%A9%D9%88%D8%B2%D9%86,live_page,0.1421,,"live_html, challenge",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S599,,رد,سد ماندگان کجاست و چرا فعالان محیط زیست نسبت به احداث آن در سمیرم و دنا هشدار می‌دهند؟,اعتراض فعالان محیط‌ زیست به ساخت سد ماندگان در اصفهان؛ نابودکننده زیست ...,خبرگزاری دانشجویان ایران (ایسنا),https://www.isna.ir/news/1403053020194/,https://www.independentpersian.com/node/411587/%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-%D9%88-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C/%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6-%D9%81%D8%B9%D8%A7%D9%84%D8%A7%D9%86-%D9%85%D8%AD%DB%8C%D8%B7%E2%80%8C-%D8%B2%DB%8C%D8%B3%D8%AA-%D8%A8%D9%87-%D8%B3%D8%A7%D8%AE%D8%AA-%D8%B3%D8%AF-%D9%85%D8%A7%D9%86%D8%AF%DA%AF%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%D8%9B-%D9%86%D8%A7%D8%A8%D9%88%D8%AF%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%B2%DB%8C%D8%B3%D8%AA,search_index,0.5098,,"challenge, challenge",ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S600,,رد,دستور دادستان کل کشور و رئیس سازمان حفاظت محیط زیست مبنی بر توقف عملیات اجرایی سد ماندگان به دلیل فقدان مجوز ارزیابی اثرات زیست‌محیطی (EIA),,خبرگزاری تسنیم,https://www.tasnimnews.com/fa/news/1403/06/12/3151890/,,,,,"network_error, network_error",no_results,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S601,,رد,کشمکش‌های ژئوپلیتیک آب در بالادست رودخانه ماربر؛ ابعاد تقابل منافع استان‌های اصفهان و کهگیلویه و بویراحمد,"مقاله Postpartum Depression in Women with Normal Delivery and Cesarean Section Referring to Sayad Shirazi Hospital of Gorgan , Iran",فصلنامه مطالعات منطقه‌ای و توسعه پایدار,https://civilica.com/doc/1849201/,https://civilica.com/doc/1849201/,live_page,0.3118,,"live_html, http_error",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S602,,رد,تفکیک مدیریت زیست‌محیطی دنای شمالی و جنوبی زمینه را برای تخریب اکوسیستم و احداث سد ماندگان هموار می‌کند,وزارت کار فراتر از قانون عمل می کند,خبرگزاری کار ایران (ایلنا),https://www.ilna.ir/fa/tiny/news-1508219,https://www.ilna.ir/%D8%A8%D8%AE%D8%B4-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-3/1508219-%D9%88%D8%B2%D8%A7%D8%B1%D8%AA-%DA%A9%D8%A7%D8%B1-%D9%81%D8%B1%D8%A7%D8%AA%D8%B1-%D8%A7%D8%B2-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%B9%D9%85%D9%84-%D9%85%DB%8C-%DA%A9%D9%86%D8%AF,live_page,0.2609,,live_html,search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
