decision,scope,title,authors,year,journal,publisher,doi,landing_url,pdf_url,discovered_in,queries,existing_source_id,existing_title_score,validation_basis
eligible,Iran basins/projects,"The Effect of Temporal Changes on the Ecosystem Health of Chehelkhane Sub-Watershed, the Zayandeh Roud Watershed",Zeinab Karimi | Ali Talebi,2026,پژوهشنامه مدیریت حوزه آبخیز,Sari Agricultural Sciences and Natural Resources University,,http://jwmr.sanru.ac.ir/article-1-1274-en.pdf,http://jwmr.sanru.ac.ir/article-1-1274-en.pdf,DOAJ,Zayandeh,,0.513,live scholarly landing page
hold,Iran basins/projects,Optimal water allocation of the Zayandeh-Roud Reservoir in Iran based on inflow projection under climate change scenarios,Fatemeh Saedi | Azadeh Ahmadi | Karim C. Abbaspour,2021,Journal of Water and Climate Change,IWA Publishing,10.2166/wcc.2021.219,http://jwcc.iwaponline.com/content/12/5/2068,http://jwcc.iwaponline.com/content/12/5/2068,DOAJ,Zayandeh,,0.6124,no resolving DOI or live landing page
hold,Iran basins/projects,Temporal and Spatial Variations of Relationship between Suspended load Concentration and Some Contaminants of the Zayandeh-Rud River,سیّدحمیدرضا صادقی | محبوبه کیانی‌هرچگانی | پری سعیدی,2015,مهندسی منابع آب,"Marvdasht Branch, Islamic Azad University",,https://wej.marvdasht.iau.ir/article_887_c371b6e2883f10c4d0532416558ad887.pdf,https://wej.marvdasht.iau.ir/article_887_c371b6e2883f10c4d0532416558ad887.pdf,DOAJ,Zayandeh,,0.5455,no resolving DOI or live landing page
hold,Iran basins/projects,"Population genetic of Petroleuciscus esfahani (Teleostei: Cyprinidae) in Zayandeh Rood River, Iran",Neda Shojaee | Salar Dorafshan | Nourollah Mirghaffari | Majid Talebi,2015,تاکسونومی و بیوسیستماتیک,University of Isfahan,,http://uijs.ui.ac.ir/tbj/browse.php?a_code=A-10-174-4&slc_lang=en&sid=1,http://uijs.ui.ac.ir/tbj/browse.php?a_code=A-10-174-4&slc_lang=en&sid=1,DOAJ,Zayandeh,,0.5,no resolving DOI or live landing page
eligible,Iran basins/projects,"Pollution and environmental risk assessment of potentially toxic elements in  surface sediments of Zayandeh-Rood River, Isfahan Province, Iran",Raed Shwetir Marvah | Atefeh Chamani,2023,Anthropogenic Pollution,OICC Press,10.22034/AP.2023.1992681.1165,http://oiccpress.com/ap/article/view/3498,http://oiccpress.com/ap/article/view/3498,DOAJ,Zayandeh,,0.5,resolving DOI
eligible,Iran basins/projects,A SURVEY OF WATER QUALITY IN THE ZAYANDEH ROOD RIVER,"
           M. Assadi | 
           P. Samar | 
           F. Moghadam | 
           M. Hakimipour | 
           R. Razmi",1976,Iranian Journal of Public Health,Tehran University of Medical Sciences,,https://ijph.tums.ac.ir/index.php/ijph/article/view/2413,https://ijph.tums.ac.ir/index.php/ijph/article/view/2413,DOAJ,Zayandeh,,0.7,live scholarly landing page
eligible,Iran basins/projects,"An Overview of the Hydrology of the Zayandeh Rud Basin, Iran",Hamid Reza Salemi | H. Murray Rust,2005,آب و فاضلاب,Water and Wastewater Consulting Engineers Research Development,,http://www.wwjournal.ir/article_2515_c4c80895381471babe2bab18deec03ee.pdf,http://www.wwjournal.ir/article_2515_c4c80895381471babe2bab18deec03ee.pdf,DOAJ,Zayandeh,,0.6667,live scholarly landing page
eligible,Iran basins/projects,Assessment of the Water Footprint of Large Industries in Zayandeh-Rud Watershed, | Meysam Askari Jabarabadi | Nourallal Mirghafari |  | Jahangir Abedi-Koupai | ,2025,علوم آب و خاک,Isfahan University of Technology,10.47176/jwss.29.2.65831,http://jstnar.iut.ac.ir/article-1-4465-en.pdf,http://jstnar.iut.ac.ir/article-1-4465-en.pdf,Crossref | DOAJ,Zayandeh | Zayandeh Rud,,0.6667,resolving DOI
eligible,Iran basins/projects,"Biodiversity of Aquatic Insects of Zayandeh Roud River and Its Branches, Isfahan Province, Iran.",Mansoreh Shayeghi | Hassan Vatandoost | Abdollah Gorouhi | Ali Reza Sanei-Dehkordi | Yaser Salim-Abadi | Mohsen Karami | Mohammad Reza Jalil-Navaz | Amir Ahmad Akhavan | Zahra Shiekh | Sajad Vatandoost | Mohammad Hossein Arandian,2014,Journal of Arthropod-Borne Diseases,Tehran University of Medical Sciences,,https://jad.tums.ac.ir/index.php/jad/article/view/212,https://jad.tums.ac.ir/index.php/jad/article/view/212,DOAJ,Zayandeh,,0.5359,live scholarly landing page
eligible,Iran basins/projects,Accuracy Analysis of Precipitation Regionalization Methods Based on Spatial Interpolation Techniques in Zayandeh-Rud River Basin,M. A. Amini |  | G. Torkan |  | S. S. Eslamian |  | M. J. Zareian |  | A. A. Besalatpour | ,2019,علوم آب و خاک,Isfahan University of Technology,10.29252/jstnar.23.1.2,http://jstnar.iut.ac.ir/article-1-3554-en.html,http://jstnar.iut.ac.ir/article-1-3554-en.html,Crossref | DOAJ,Zayandeh | Zayandeh Rud,,0.625,resolving DOI
eligible,Iran basins/projects,"Occurrence, Abundance and Characteristics of Microplastics in the Sediments of the Zayandeh- Rud River",Mokarrameh Behmanesh | Atefeh Chamani | Elham Chavoshi,2022,محیط زیست و توسعه فرابخشی,Research Center for Environment and Sustainable Development (RCESD),10.22034/envj.2022.159474,https://www.envjournal.ir/article_159474_36097c891050fb0f226b5d7fd3afce01.pdf,https://www.envjournal.ir/article_159474_36097c891050fb0f226b5d7fd3afce01.pdf,DOAJ,Zayandeh,,0.6667,resolving DOI
eligible,Iran basins/projects,A Preliminary Introduction to the Vascular Plants of Zayandeh-Rood River,Somayeh Mohaghegh Tabatabaei | Saeed Afsharzadeh | Shabnam Abbasi,2020,تاکسونومی و بیوسیستماتیک,University of Isfahan,10.22108/tbj.2020.125434.1129,https://tbj.ui.ac.ir/article_25192_596e09fe74d9d5b0b6871ab89c172afb.pdf,https://tbj.ui.ac.ir/article_25192_596e09fe74d9d5b0b6871ab89c172afb.pdf,DOAJ,Zayandeh,,0.5405,resolving DOI
eligible,Iran basins/projects,Comparison of wavelet-MLP and wavelet-GMDH models in forecasting EC and SAR at Zayandeh-Rood River,Masoud Karbasi | Saedeh Dindar,2018,علوم محیطی,Shahid Beheshti University,,https://envs.sbu.ac.ir/article_97979_3f67db32e81ea0f5fd0515c7cfe82d27.pdf,https://envs.sbu.ac.ir/article_97979_3f67db32e81ea0f5fd0515c7cfe82d27.pdf,DOAJ,Zayandeh,,0.5,live scholarly landing page
eligible,Iran basins/projects,Future runoff assessment under climate change and land-cover alteration scenarios: a case study of the Zayandeh-Roud dam upstream watershed,Azadeh Ahmadi | Jamshid Jalali | Ali Mohammadpour,2022,Hydrology Research,Elsevier,10.2166/nh.2022.056,http://hr.iwaponline.com/content/53/11/1372,http://hr.iwaponline.com/content/53/11/1372,DOAJ,Zayandeh,,0.5399,resolving DOI
hold,Iran basins/projects,Assessing Zayandeh-Rud Coasts Pollution with Plastic Wastes Based on Clean-Coast Index,Mokarrameh Behmanesh | Atefeh Chamani | Elham Chavoshi,2024,محیط زیست و مهندسی آب,Iranian Rainwater Catchment Systems Association,10.22034/ewe.2023.389483.1857,http://www.jewe.ir/article_177156_2c26b8a365e585908207902aefa09502.pdf,http://www.jewe.ir/article_177156_2c26b8a365e585908207902aefa09502.pdf,DOAJ,Zayandeh,,0.4375,no resolving DOI or live landing page
hold,Iran basins/projects,Species diversity and ecological studies Euglenophyta in the Zayandeh Rood lake dam,Masoumeh Shams | Saeed Afsharzadeh,2010,تاکسونومی و بیوسیستماتیک,University of Isfahan,,http://uijs.ui.ac.ir/tbj/browse.php?a_code=A-10-103-1&slc_lang=en&sid=1,http://uijs.ui.ac.ir/tbj/browse.php?a_code=A-10-103-1&slc_lang=en&sid=1,DOAJ,Zayandeh,,0.5,no resolving DOI or live landing page
eligible,Iran basins/projects,Taxonomical study of ciliates species (Order: Holotricha) in Zayandeh Rud River and the reservoirreservoir,saed mogtaba mirzaei,2023,بوم‌شناسی آبزیان,University of Hormozgan,,http://jae.hormozgan.ac.ir/article-1-991-en.pdf,http://jae.hormozgan.ac.ir/article-1-991-en.pdf,DOAJ,Zayandeh,,0.6667,live scholarly landing page
eligible,Iran basins/projects,Systematic analysis of factors affecting the water crisis in Zayandeh Rood watershed,Zakeyeh Aftabi | Mohammad Yousefi shatoori | Morad kaviani Rad,2025,کاوش‌های جغرافیایی مناطق بیابانی,Yazd University,10.22034/grd.2024.20710.1594,https://grd.yazd.ac.ir/article_3587_d1e83cf88c2fbf04590a5f6330602be4.pdf,https://grd.yazd.ac.ir/article_3587_d1e83cf88c2fbf04590a5f6330602be4.pdf,DOAJ,Zayandeh,,0.5,resolving DOI
eligible,Iran basins/projects,Estimating the Quality Index of Surface Waters Using Machine Learning Methods (Case Study: Zayandeh-Rood River), | M. Shayannejad | E. Fazel Najafabadi | F. Hatamian Jazi,2025,علوم آب و خاک,Isfahan University of Technology,10.47176/jwss.29.3.40413,http://jstnar.iut.ac.ir/article-1-4481-en.pdf,http://jstnar.iut.ac.ir/article-1-4481-en.pdf,Crossref | DOAJ,Zayandeh | Zayandeh Rood,,0.5039,resolving DOI
eligible,Iran basins/projects,Uncertainty Analysis of Climate Change Impacts on Streamflow Extremes in Zayandeh-Rud River by Bayesian Model Averaging,A. Alinezhad | A. Gohari | S. Eslamian | Z. Saberi,2019,علوم آب و خاک,Isfahan University of Technology,10.47176/jwss.23.4.38751,http://jstnar.iut.ac.ir/article-1-3882-en.html,http://jstnar.iut.ac.ir/article-1-3882-en.html,Crossref | DOAJ,Zayandeh | Zayandeh Rud,,0.6154,resolving DOI
eligible,Iran basins/projects,Compilation of Sustainable Agricultural Development Scenarios in Zayandeh-Rud River Watershed- Isfahan Province of Iran,Z. Zarei Dastgerdi | Kh. Kalantari | A. Asadi,2024,مجله اقتصاد و توسعه کشاورزی,Ferdowsi University of Mashhad,10.22067/jead.2024.89627.1292,https://jead.um.ac.ir/article_45964_01f2869c950b54b5b73feb4c5e65bb47.pdf,https://jead.um.ac.ir/article_45964_01f2869c950b54b5b73feb4c5e65bb47.pdf,DOAJ,Zayandeh,,0.5174,resolving DOI
eligible,Iran basins/projects,The Issue of Water and the Formation of Socio-Political Balance in the Development of Iranian Society (Case Study: Water Management System in Zayandeh-Rud Basin),Mehrdad Tohidi  | Taghi Azad Armaki  | Mohamad Tavakol  | Hamidreza Jalaeipour  | Ali Bagheri ,2023,علوم و مهندسی آب و فاضلاب,Iran Water and Wastewater Association,10.22112/JWWSE.2022.360412.1327,https://www.jwwse.ir/article_160617_8fd8942347915ea8f0461826a9f18b7d.pdf?lang=en,https://www.jwwse.ir/article_160617_8fd8942347915ea8f0461826a9f18b7d.pdf?lang=en,DOAJ,Zayandeh,,0.7273,resolving DOI
eligible,Iran basins/projects,Decadal Variation of Evaporation in Relation with the Variability of Some Climatic Elements in the Zayandeh Roud Basin,Narges Hesami | Hossein Asakereh | Kohzad Raispour,2023,کاوش‌های جغرافیایی مناطق بیابانی,Yazd University,10.22034/grd.2023.18986.1549,https://grd.yazd.ac.ir/article_3028_21604d88515cd9fe34eb914381b66512.pdf,https://grd.yazd.ac.ir/article_3028_21604d88515cd9fe34eb914381b66512.pdf,DOAJ,Zayandeh,,0.5124,resolving DOI
eligible,Iran basins/projects,Investigation of the Effective Factors on the Improvement of Stakeholders Relationships in the Zayandeh-Rud Basin,M. Ghorbanian | A.M. Liaghat | M. Fasihi Harandi,2023,علوم آب و خاک,Isfahan University of Technology,10.47176/jwss.27.1.47732,http://jstnar.iut.ac.ir/article-1-4272-en.pdf,http://jstnar.iut.ac.ir/article-1-4272-en.pdf,Crossref | DOAJ,Zayandeh | Zayandeh Rud,,0.6667,resolving DOI
eligible,Iran basins/projects,Doroodzan and Zayandeh-rood Irrigation Network Operation and Maintenance System,Hamid Reza Salemi | Mahmoud Javan,2005,آب و فاضلاب,Water and Wastewater Consulting Engineers Research Development,,http://www.wwjournal.ir/article_2493_668010fe69ee233ccfead39b4814cf4c.pdf,http://www.wwjournal.ir/article_2493_668010fe69ee233ccfead39b4814cf4c.pdf,DOAJ,Zayandeh,,0.4681,live scholarly landing page
eligible,Iran basins/projects,"Plant community responses to climate change in the Zayandeh-Rud Basin, Iran: Does woody plant encroachment follow global patterns?",Mahbobeh Hadinejad | Ali Asghar Naghipour | Ataollah Ebrahimi | Mostafa Tarkesh Esfahani | Babak Naimi,2026,BMC Ecology and Evolution,BMC,10.1186/s12862-026-02575-z,https://doi.org/10.1186/s12862-026-02575-z,https://doi.org/10.1186/s12862-026-02575-z,Crossref | DOAJ,Zayandeh | Zayandeh Rud,,0.6667,resolving DOI
eligible,Iran basins/projects,Prediction Zayandeh - Rood discharge using time series Case study: East of Isfahan  plain,Dr. Sedighe Kiyani Salmi | Dr. Sayyed Hedayatollah Nouri | Omid Sadrzadeh Khoyi,2016,جغرافیا و آمایش شهری منطقه‌ای,University of Sistan and Baluchistan,10.22111/gaij.2016.2267,https://gaij.usb.ac.ir/article_2267_d6c5526e8fbc54743752587e71a2a5d2.pdf,https://gaij.usb.ac.ir/article_2267_d6c5526e8fbc54743752587e71a2a5d2.pdf,DOAJ,Zayandeh,,0.5411,resolving DOI
eligible,Iran basins/projects,The Effect of Climate change on the Zayandeh-Rud River Basin’s temperature using a Bayesian machine learning Soft Computing Technique,"Sh. Kouhestani | S, Eslamian | A. Besalatpour",2017,علوم آب و خاک,Isfahan University of Technology,,http://jstnar.iut.ac.ir/article-1-3327-en.html,http://jstnar.iut.ac.ir/article-1-3327-en.html,DOAJ,Zayandeh,,0.625,live scholarly landing page
eligible,Iran basins/projects,Zoning Map of Drought Characteristics under Climate Change Scenario using Copula Method in the Zayandeh Roud River Catchment,Elaheh MotevaliBashi Naeini | Ali Mohammad Akhond Ali | Fereidon Radmanesh | Mohammadreza Sharifi | Jahangir Abedi Koupaei,2019,علوم و مهندسی آبیاری,Shahid Chamran University of Ahvaz,10.22055/jise.2017.20611.1485,http://jise.scu.ac.ir/article_14099_1e1a3d2e23e6c957d1a86b35977849b0.pdf,http://jise.scu.ac.ir/article_14099_1e1a3d2e23e6c957d1a86b35977849b0.pdf,DOAJ,Zayandeh,,0.6667,resolving DOI
hold,Iran basins/projects,WATER POLLUTION AND RIVER ALGAE: STUDY IN ZAYANDEH ROOD RIVER – ISFAHAN,H POUR MOGHADAS | S AFSHARZADEH | M SANIEI,2001,Journal of Research in Medical Sciences,Wolters Kluwer Medknow Publications,,http://journals.mui.ac.ir/jrms/article/view/3468,http://journals.mui.ac.ir/jrms/article/view/3468,DOAJ,Zayandeh,,0.6094,no resolving DOI or live landing page
eligible,Iran basins/projects,Impacts of spatio-temporal change of landscape patterns on habitat quality across Zayanderud Dam watershed in central Iran,Seyed Mohammad-reza Abolmaali | Mostafa Tarkesh | Seyed Alireza Mousavi | Hamidreza Karimzadeh | Saeid Pourmanafi | Sima Fakheran,2024,Scientific Reports,Nature Portfolio,10.1038/s41598-024-59407-7,https://doi.org/10.1038/s41598-024-59407-7,https://doi.org/10.1038/s41598-024-59407-7,Crossref | DOAJ,Zayanderud,,0.5328,resolving DOI
eligible,Iran basins/projects,Modeling Hydrologic Consequences of Land Use and Climate Changes: The Case of Zayanderud Basin,Bahram Ghenaati | Mahdi Ahmadi,2023,AUT Journal of Modeling and Simulation,Amirkabir University of Technology,10.22060/miscj.2024.22881.5347,https://miscj.aut.ac.ir/article_5432_4366b7d8d08a508600f8dc38e09e6669.pdf,https://miscj.aut.ac.ir/article_5432_4366b7d8d08a508600f8dc38e09e6669.pdf,DOAJ,Zayanderud,,0.6163,resolving DOI
eligible,Iran basins/projects,"Effective Factors in Sustainable Design of River Ecological Landscape According to Amount of Water and Seasonal Drought (Case study: Zayandehrud River, Isfahan)",faezeh ghezavi | dr.mehdi haghighatbin | dr.mohammad reza bemanian,2019,جغرافیا و آمایش شهری منطقه‌ای,University of Sistan and Baluchistan,10.22111/gaij.2019.4709,https://gaij.usb.ac.ir/article_4709_c72d843160b4b33e49f91e7ac4dac716.pdf,https://gaij.usb.ac.ir/article_4709_c72d843160b4b33e49f91e7ac4dac716.pdf,DOAJ,Zayandehrud,,0.502,resolving DOI
eligible,Iran basins/projects,Evaluation of Crude Oil Toxicity in Zayandehrud Dam and Water Treated from Isfahan Water Treatment Plant Using Daphnia Magna and Bioassay,Mohsen Sadani | Hossien Movahedian | Behzad Jaberian | Maryam Faraji | Ehsan Abooi,2011,آب و فاضلاب,Water and Wastewater Consulting Engineers Research Development,,http://www.wwjournal.ir/article_840_9b2e291d041f54b2bbdf3693fc410bad.pdf,http://www.wwjournal.ir/article_840_9b2e291d041f54b2bbdf3693fc410bad.pdf,DOAJ,Zayandehrud,,0.4444,live scholarly landing page
hold,Iran basins/projects,INTRODUCING OF GASTROPODA AND PELECYPODA OF ZAYANDEHRUD RIVER,I. Maghfori moghadam,2004,‬‭Majallah-i ̒Ilmī-i Shīlāt-i Īrān,Iranian Fisheries Research Organization,,http://isfj.areo.ir/article_113753_en.html,http://isfj.areo.ir/article_113753_en.html,DOAJ,Zayandehrud,,0.5714,no resolving DOI or live landing page
